item_code,item_name,description,brand,item_group,stock_uom,uom_conversions,barcode,manufacturer_part_no,disabled,available_qty,list_price
ACM-HOSE0399,Stallion Hose Clip 38-50mm Zinc,"Hose Clip 38-50mm, material: Zinc. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",924591203369,,0,0,97.07
ACM-SAFE0169,Tolsen Safety Helmet White Standard,"Safety Helmet White, grade: Standard. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",991184598703,,0,900,161.94
ACM-WALL0705,Tolsen Wall Plug 10mm Brown,"Wall Plug 10mm, colour: Brown. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",969834776816,,0,0,174.94
ACM-HEXB1099,Stallion Hex Bolt M10x75 Zinc Plated,"Hex Bolt M10x75, finish: Zinc Plated. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",958550856716,,0,150,69.62
ACM-BALL0622,"Stallion Ball Valve 2"" SS304","Ball Valve 2"", material: SS304. Brand Stallion. Sold per Nos.",Stallion,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,STA467765,0,0,5.8
ACM-SELF0813,"Remax Self Drilling Screw #12 x 2"" Zinc Plated","Self Drilling Screw #12 x 2"", finish: Zinc Plated. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",909726951974,REM408854,0,0,318.82
ACM-ANGL0503,"Remax Angle Grinder Disc 4.5"" Cutting","Angle Grinder Disc 4.5"", grade: Cutting. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,150,32.11
ACM-BALL0364B,"Vermont Ball Valve 1/2"" SS304 (Bulk)","Ball Valve 1/2"", material: SS304. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",,,0,0,69.81
ACM-HEXB0930,Hitex Hex Bolt M10x50 Stainless 316,"Hex Bolt M10x50, finish: Stainless 316. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",972441405588,,0,12,197.25
ACM-CABL0287,Kanto Cable Tie 370mm Black,"Cable Tie 370mm, colour: Black. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",906203209621,,0,0,181.99
ACM-WALL0184,Bosco Wall Plug 8mm Red,"Wall Plug 8mm, colour: Red. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,0,253.65
ACM-ANGL0905,"Vermont Angle Grinder Disc 4.5"" Cutting","Angle Grinder Disc 4.5"", grade: Cutting. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",946034431777,,0,40,399.15
ACM-PVCP1073,Remax PVC Pipe 40mm Class D,"PVC Pipe 40mm, grade: Class D. Brand Remax. Sold per Length.",Remax,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",907958391665,,0,0,407.85
ACM-BALL0208,"Vermont Ball Valve 2"" PVC","Ball Valve 2"", material: PVC. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",946801801670,,0,0,34.18
ACM-CABL0856,Tolsen Cable Tie 150mm White,"Cable Tie 150mm, colour: White. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",900441939758,TOL478519,0,0,17.98
ACM-WALL1006,Stallion Wall Plug 6mm Brown,"Wall Plug 6mm, colour: Brown. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",930475527790,STA187940,0,0,244.29
ACM-WALL1030,Stallion Wall Plug 10mm Brown,"Wall Plug 10mm, colour: Brown. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",930205335831,,0,12,235.13
ACM-BALL0802,"Vermont Ball Valve 3/4"" Brass","Ball Valve 3/4"", material: Brass. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",925739349307,,0,150,68.19
ACM-NITR1034,Stallion Nitrile Glove L Blue,"Nitrile Glove L, colour: Blue. Brand Stallion. Sold per Box.",Stallion,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",,,0,40,48.91
ACM-WALL0651,Bosco Wall Plug 8mm Blue,"Wall Plug 8mm, colour: Blue. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",972872247775,,0,0,294.73
ACM-HEXB0005,Hitex Hex Bolt M10x75 Stainless 316,"Hex Bolt M10x75, finish: Stainless 316. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",988107239422,,0,40,85.14
ACM-MASK0698,Stallion Masking Tape 12mm General,"Masking Tape 12mm, grade: General. Brand Stallion. Sold per Roll.",Stallion,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,40,210.79
ACM-BALL0258,"Tolsen Ball Valve 1-1/4"" SS304","Ball Valve 1-1/4"", material: SS304. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",914070597462,TOL210208,0,0,16.24
ACM-WALL0101,Kanto Wall Plug 12mm Blue,"Wall Plug 12mm, colour: Blue. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,KAN208335,0,900,158.68
ACM-PVCP0609,Vermont PVC Pipe 32mm Class D,"PVC Pipe 32mm, grade: Class D. Brand Vermont. Sold per Length.",Vermont,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,,0,40,109.29
ACM-PVCP0692,Bosco PVC Pipe 32mm Class D,"PVC Pipe 32mm, grade: Class D. Brand Bosco. Sold per Length.",Bosco,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,BOS028083,0,12,14.45
ACM-HEXB1086,Bosco Hex Bolt M10x50 Stainless 304,"Hex Bolt M10x50, finish: Stainless 304. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",967370002629,,0,150,157.14
ACM-PVCP1077,Bosco PVC Pipe 32mm Class E,"PVC Pipe 32mm, grade: Class E. Brand Bosco. Sold per Length.",Bosco,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,BOS939533,0,150,93.27
ACM-BALL0812,"Stallion Ball Valve 1/2"" PVC","Ball Valve 1/2"", material: PVC. Brand Stallion. Sold per Nos.",Stallion,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,40,167.52
ACM-NITR0610,Hitex Nitrile Glove L Black,"Nitrile Glove L, colour: Black. Brand Hitex. Sold per Box.",Hitex,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",912911067970,HIT461570,0,900,93.56
ACM-BALL0354,"Remax Ball Valve 3/4"" SS304","Ball Valve 3/4"", material: SS304. Brand Remax. Sold per Nos.",Remax,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",905173699625,REM463094,0,3,319.13
ACM-HEXB0041,Stallion Hex Bolt M10x50 Zinc Plated,"Hex Bolt M10x50, finish: Zinc Plated. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",983430846807,,0,0,278.27
ACM-ANGL0411,"Hitex Angle Grinder Disc 4.5"" Flap","Angle Grinder Disc 4.5"", grade: Flap. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",999239515350,,0,150,423.13
ACM-ANGL0886,"Kanto Angle Grinder Disc 7"" Grinding","Angle Grinder Disc 7"", grade: Grinding. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,,0,150,369.24
ACM-NITR0707,Stallion Nitrile Glove XL Black,"Nitrile Glove XL, colour: Black. Brand Stallion. Sold per Box.",Stallion,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",977430848268,STA591781,0,150,472.24
ACM-BALL0551,"Bosco Ball Valve 1-1/4"" Brass","Ball Valve 1-1/4"", material: Brass. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,BOS701720,0,3,368.09
ACM-HEXB0747,Remax Hex Bolt M6x50 HDG,"Hex Bolt M6x50, finish: HDG. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",980552248332,,0,12,318.59
ACM-NITR0425,Hitex Nitrile Glove M Black,"Nitrile Glove M, colour: Black. Brand Hitex. Sold per Box.",Hitex,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",932376107166,HIT145703,0,40,22.81
ACM-CABL0468,Hitex Cable Tie 200mm Black,"Cable Tie 200mm, colour: Black. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",912799207707,,0,150,73.52
ACM-ANGL0753,"Remax Angle Grinder Disc 4"" Flap","Angle Grinder Disc 4"", grade: Flap. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",987194839546,,0,900,48.57
ACM-SELF0746,"Kanto Self Drilling Screw #12 x 2"" Zinc Plated","Self Drilling Screw #12 x 2"", finish: Zinc Plated. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Self Drilling Screw,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,40,294.14
ACM-HEXB0943,Remax Hex Bolt M12x60 Stainless 316,"Hex Bolt M12x60, finish: Stainless 316. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,REM082133,0,3,213.1
ACM-BALL0797,"Bosco Ball Valve 3/4"" SS304","Ball Valve 3/4"", material: SS304. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,BOS234511,0,150,137.99
ACM-MASK0286B,Tolsen Masking Tape 24mm High Temp (Bulk),"Masking Tape 24mm, grade: High Temp. Brand Tolsen. Sold per Roll.",Tolsen,All Items > Hardware > Masking Tape,Roll,"[{""uom"":""Roll"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":144.0}]",983888250865,,0,150,32.52
ACM-CABL0545,Remax Cable Tie 150mm Natural,"Cable Tie 150mm, colour: Natural. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",972713566301,REM245672,0,900,363.56
ACM-HEXB0266,Vermont Hex Bolt M12x60 Stainless 316,"Hex Bolt M12x60, finish: Stainless 316. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",982773645457,VER005135,0,0,457.53
ACM-HEXB0198,Vermont Hex Bolt M8x30 HDG,"Hex Bolt M8x30, finish: HDG. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",,,0,3,353.06
ACM-ANGL0544,"Stallion Angle Grinder Disc 5"" Cutting","Angle Grinder Disc 5"", grade: Cutting. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,150,191.94
ACM-HOSE0428,Vermont Hose Clip 19-25mm Zinc,"Hose Clip 19-25mm, material: Zinc. Brand Vermont. Sold per Pcs.",Vermont,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",904247376888,,0,40,475.2
ACM-MISC000,SAMPLE - DO NOT SELL,,,All Items > Hardware > Misc,Nos,"[{""uom"": ""Nos"", ""conversion_factor"": 1.0}]",,,0,0,0.0
ACM-SAFE0152,Remax Safety Helmet Blue Ratchet,"Safety Helmet Blue, grade: Ratchet. Brand Remax. Sold per Nos.",Remax,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,3,291.81
ACM-HEXB0476,Bosco Hex Bolt M12x60 Zinc Plated,"Hex Bolt M12x60, finish: Zinc Plated. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,BOS407017,0,3,275.75
ACM-BALL0042,"Tolsen Ball Valve 1"" SS304","Ball Valve 1"", material: SS304. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",910119084941,,0,150,371.02
ACM-BALL0763,"Kanto Ball Valve 2"" PVC","Ball Valve 2"", material: PVC. Brand Kanto. Sold per Nos.",Kanto,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,KAN310863,0,12,151.56
ACM-HOSE0645,Remax Hose Clip 19-25mm SS304,"Hose Clip 19-25mm, material: SS304. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,40,24.04
ACM-HEXB0201,Bosco Hex Bolt M8x75 Stainless 316,"Hex Bolt M8x75, finish: Stainless 316. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",939401540528,,0,12,458.18
ACM-WALL0898,Hitex Wall Plug 8mm Brown,"Wall Plug 8mm, colour: Brown. Brand Hitex. Sold per Packet.",Hitex,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,HIT926494,0,3,448.23
ACM-HEXB1033,Remax Hex Bolt M10x75 HDG,"Hex Bolt M10x75, finish: HDG. Brand Remax. Sold per Pcs.",Remax,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",995426213862,,0,3,376.05
ACM-HEXB0951,Hitex Hex Bolt M8x50 Stainless 304,"Hex Bolt M8x50, finish: Stainless 304. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",,,0,12,266.91
ACM-WALL0494,Stallion Wall Plug 8mm Blue,"Wall Plug 8mm, colour: Blue. Brand Stallion. Sold per Packet.",Stallion,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,12,371.92
ACM-BALL0413,"Stallion Ball Valve 1"" SS304","Ball Valve 1"", material: SS304. Brand Stallion. Sold per Nos.",Stallion,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,STA462643,0,0,266.37
ACM-WALL0003,Vermont Wall Plug 6mm Red,"Wall Plug 6mm, colour: Red. Brand Vermont. Sold per Packet.",Vermont,All Items > Hardware > Wall Plug,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",991263627409,,0,40,327.41
ACM-PVCP0563,Vermont PVC Pipe 15mm Class D,"PVC Pipe 15mm, grade: Class D. Brand Vermont. Sold per Length.",Vermont,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,VER933346,0,3,154.48
ACM-HEXB0554,Bosco Hex Bolt M10x50 Stainless 316,"Hex Bolt M10x50, finish: Stainless 316. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,,0,150,395.38
ACM-ANGL0040,"Kanto Angle Grinder Disc 5"" Flap","Angle Grinder Disc 5"", grade: Flap. Brand Kanto. Sold per Packet.",Kanto,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",993167811336,KAN644456,0,40,86.36
ACM-NITR0715,Kanto Nitrile Glove S Blue,"Nitrile Glove S, colour: Blue. Brand Kanto. Sold per Box.",Kanto,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",,KAN713346,0,3,411.26
ACM-HOSE0857,Kanto Hose Clip 19-25mm SS304,"Hose Clip 19-25mm, material: SS304. Brand Kanto. Sold per Pcs.",Kanto,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",972337636556,KAN745319,0,150,169.18
ACM-SAFE0483,Bosco Safety Helmet Yellow Ratchet,"Safety Helmet Yellow, grade: Ratchet. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",,,0,40,405.29
ACM-PVCP0306,Bosco PVC Pipe 25mm Class C,"PVC Pipe 25mm, grade: Class C. Brand Bosco. Sold per Length.",Bosco,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,BOS242903,0,0,128.7
ACM-GIWI0516,Vermont GI Wire #16 Soft,"GI Wire #16, grade: Soft. Brand Vermont. Sold per Kg.",Vermont,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",,,0,150,299.45
ACM-GIWI0703,Stallion GI Wire #14 Soft,"GI Wire #14, grade: Soft. Brand Stallion. Sold per Kg.",Stallion,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",908122325123,,0,40,40.66
ACM-HEXB0991,Stallion Hex Bolt M12x60 Stainless 304,"Hex Bolt M12x60, finish: Stainless 304. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",,STA657166,0,12,226.73
ACM-NITR0293,Tolsen Nitrile Glove S Blue,"Nitrile Glove S, colour: Blue. Brand Tolsen. Sold per Box.",Tolsen,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",917192088703,TOL091952,0,150,74.05
ACM-HEXB1047,Bosco Hex Bolt M6x30 Zinc Plated,"Hex Bolt M6x30, finish: Zinc Plated. Brand Bosco. Sold per Pcs.",Bosco,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":6.0}]",,,0,40,306.24
ACM-BALL0879,"Vermont Ball Valve 1/2"" Brass","Ball Valve 1/2"", material: Brass. Brand Vermont. Sold per Nos.",Vermont,All Items > Hardware > Ball Valve,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",916710177230,VER303092,0,12,276.96
ACM-HEXB0900,Stallion Hex Bolt M8x30 Stainless 304,"Hex Bolt M8x30, finish: Stainless 304. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hex Bolt,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",980416225702,,0,0,306.47
ACM-NITR0492,Bosco Nitrile Glove XL Black,"Nitrile Glove XL, colour: Black. Brand Bosco. Sold per Box.",Bosco,All Items > Hardware > Nitrile Glove,Box,"[{""uom"":""Box"",""conversion_factor"":1.0}]",928388224990,BOS822848,0,0,230.07
ACM-HOSE0440,Stallion Hose Clip 13-19mm Zinc,"Hose Clip 13-19mm, material: Zinc. Brand Stallion. Sold per Pcs.",Stallion,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",962513874094,STA766224,0,40,245.36
ACM-GIWI0811-OLD,Vermont GI Wire #18 Soft,"GI Wire #18, grade: Soft. Brand Vermont. Sold per Kg. (superseded)",Vermont,All Items > Hardware > GI Wire,Kg,"[{""uom"":""Kg"",""conversion_factor"":1.0}]",904985594071,VER040975,1,0,104.88
ACM-CABL0382,Remax Cable Tie 370mm Black,"Cable Tie 370mm, colour: Black. Brand Remax. Sold per Packet.",Remax,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":100.0}]",951379315142,,0,40,400.6
ACM-CABL0199,Bosco Cable Tie 100mm Natural,"Cable Tie 100mm, colour: Natural. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",954849916283,BOS283190,0,40,147.14
ACM-HOSE0106,Hitex Hose Clip 19-25mm SS304,"Hose Clip 19-25mm, material: SS304. Brand Hitex. Sold per Pcs.",Hitex,All Items > Hardware > Hose Clip,Pcs,"[{""uom"":""Pcs"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":50.0}]",935228307399,,0,150,78.05
ACM-PVCP0912,Hitex PVC Pipe 40mm Class C,"PVC Pipe 40mm, grade: Class C. Brand Hitex. Sold per Length.",Hitex,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",,,0,40,135.23
ACM-SAFE0019,Bosco Safety Helmet White Ratchet,"Safety Helmet White, grade: Ratchet. Brand Bosco. Sold per Nos.",Bosco,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":12.0}]",979347524542,,0,12,158.53
ACM-CABL0588,Bosco Cable Tie 370mm Black,"Cable Tie 370mm, colour: Black. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Cable Tie,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",974469784597,,0,3,134.77
ACM-ANGL1015,"Bosco Angle Grinder Disc 4"" Cutting","Angle Grinder Disc 4"", grade: Cutting. Brand Bosco. Sold per Packet.",Bosco,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",915819305375,,0,0,225.81
ACM-PVCP0643,Stallion PVC Pipe 25mm Class E,"PVC Pipe 25mm, grade: Class E. Brand Stallion. Sold per Length.",Stallion,All Items > Hardware > PVC Pipe,Length,"[{""uom"":""Length"",""conversion_factor"":1.0}]",901474316933,STA848947,0,0,394.28
ACM-ANGL1071,"Tolsen Angle Grinder Disc 5"" Cutting","Angle Grinder Disc 5"", grade: Cutting. Brand Tolsen. Sold per Packet.",Tolsen,All Items > Hardware > Angle Grinder Disc,Packet,"[{""uom"":""Packet"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":10.0}]",,TOL652151,0,12,192.39
ACM-SAFE0670,Tolsen Safety Helmet White Ratchet,"Safety Helmet White, grade: Ratchet. Brand Tolsen. Sold per Nos.",Tolsen,All Items > Hardware > Safety Helmet,Nos,"[{""uom"":""Nos"",""conversion_factor"":1.0},{""uom"":""Carton"",""conversion_factor"":24.0}]",961195242650,TOL771146,0,150,375.26
